%	Data from http://www.asdi.com/apps/arm.html, figure 1
%Wavelength,m	Irradiance, W/m^2/m
1319.0e-9	0.27167e9
1320.0e-9	0.26789e9
1321.0e-9	0.26388e9
1322.0e-9	0.25916e9
1323.0e-9	0.25398e9
1324.0e-9	0.24852e9
1325.0e-9	0.24274e9
1326.0e-9	0.23684e9
1327.0e-9	0.23085e9
1328.0e-9	0.22514e9
1329.0e-9	0.22009e9
1330.0e-9	0.21536e9
1331.0e-9	0.21170e9
1332.0e-9	0.20815e9
1333.0e-9	0.20519e9
1334.0e-9	0.20216e9
1335.0e-9	0.19857e9
1336.0e-9	0.19486e9
1337.0e-9	0.18989e9
1338.0e-9	0.18470e9
1339.0e-9	0.17721e9
1340.0e-9	0.16923e9
1341.0e-9	0.15888e9
1342.0e-9	0.14768e9
1343.0e-9	0.13497e9
1344.0e-9	0.12140e9
1345.0e-9	0.10766e9
1346.0e-9	0.093705e9
1347.0e-9	0.080130e9
1348.0e-9	0.066912e9
1349.0e-9	0.054744e9
1350.0e-9	0.043887e9
1351.0e-9	0.034113e9
1352.0e-9	0.026264e9
1353.0e-9	0.019310e9
1354.0e-9	0.014441e9
1355.0e-9	0.010089e9
1356.0e-9	0.0073810e9
1357.0e-9	0.0049290e9
1358.0e-9	0.0036200e9
1359.0e-9	0.0024120e9
1360.0e-9	0.0018900e9
1361.0e-9	0.0014180e9
1362.0e-9	0.0012440e9
1363.0e-9	0.0010900e9
1364.0e-9	0.0010770e9
1365.0e-9	0.0010810e9
1366.0e-9	0.0012030e9
1367.0e-9	0.0013380e9
1368.0e-9	0.0015140e9
1369.0e-9	0.0017010e9
1370.0e-9	0.0019110e9
1371.0e-9	0.0021260e9
1372.0e-9	0.0023100e9
1373.0e-9	0.0024740e9
1374.0e-9	0.0025750e9
1375.0e-9	0.0026170e9
1376.0e-9	0.0026190e9
1377.0e-9	0.0025800e9
1378.0e-9	0.0025420e9
1379.0e-9	0.0025040e9
1380.0e-9	0.0024930e9
1381.0e-9	0.0025590e9
1382.0e-9	0.0026420e9
1383.0e-9	0.0027960e9
1384.0e-9	0.0029690e9
1385.0e-9	0.0032270e9
1386.0e-9	0.0034990e9
1387.0e-9	0.0038530e9
1388.0e-9	0.0042030e9
1389.0e-9	0.0045020e9
1390.0e-9	0.0047940e9
1391.0e-9	0.0050320e9
1392.0e-9	0.0052620e9
1393.0e-9	0.0055730e9
1394.0e-9	0.0058990e9
1395.0e-9	0.0062250e9
1396.0e-9	0.0065500e9
1397.0e-9	0.0068590e9
1398.0e-9	0.0071690e9
1399.0e-9	0.0075250e9
1400.0e-9	0.0079080e9
1401.0e-9	0.0084230e9
1402.0e-9	0.0090180e9
1403.0e-9	0.0097080e9
1404.0e-9	0.010484e9
1405.0e-9	0.011417e9
1406.0e-9	0.012502e9
1407.0e-9	0.013727e9
1408.0e-9	0.015182e9
1409.0e-9	0.016673e9
1410.0e-9	0.018250e9
1411.0e-9	0.019877e9
1412.0e-9	0.021664e9
1413.0e-9	0.023447e9
1414.0e-9	0.025321e9
1415.0e-9	0.027191e9
1416.0e-9	0.029126e9
1417.0e-9	0.031061e9
1418.0e-9	0.033147e9
1419.0e-9	0.035249e9
1420.0e-9	0.037584e9
1421.0e-9	0.039890e9
1422.0e-9	0.041916e9
1423.0e-9	0.043885e9
1424.0e-9	0.045551e9
1425.0e-9	0.047136e9
1426.0e-9	0.048481e9
1427.0e-9	0.049768e9
1428.0e-9	0.050562e9
1429.0e-9	0.051192e9
1430.0e-9	0.051667e9
1431.0e-9	0.052093e9
1432.0e-9	0.052631e9
1433.0e-9	0.053228e9
1434.0e-9	0.054021e9
1435.0e-9	0.054970e9
1436.0e-9	0.056109e9
1437.0e-9	0.057394e9
1438.0e-9	0.059008e9
1439.0e-9	0.060987e9
1440.0e-9	0.062960e9
1441.0e-9	0.064979e9
1442.0e-9	0.067208e9
1443.0e-9	0.069791e9
1444.0e-9	0.072570e9
1445.0e-9	0.075886e9
1446.0e-9	0.079322e9
1447.0e-9	0.083160e9
1448.0e-9	0.087108e9
1449.0e-9	0.091616e9
1450.0e-9	0.096137e9
1451.0e-9	0.10095e9
1452.0e-9	0.10567e9
1453.0e-9	0.10984e9
1454.0e-9	0.11381e9
1455.0e-9	0.11644e9
1456.0e-9	0.11883e9
1457.0e-9	0.11949e9
1458.0e-9	0.11990e9
1459.0e-9	0.11848e9
1460.0e-9	0.11686e9
1461.0e-9	0.11386e9
1462.0e-9	0.11073e9
1463.0e-9	0.10732e9
1464.0e-9	0.10395e9
1465.0e-9	0.10125e9
1466.0e-9	0.098806e9
1467.0e-9	0.097327e9
1468.0e-9	0.096242e9
1469.0e-9	0.096285e9
1470.0e-9	0.096851e9
1471.0e-9	0.098412e9
1472.0e-9	0.10051e9
1473.0e-9	0.10302e9
1474.0e-9	0.10576e9
1475.0e-9	0.10852e9
1476.0e-9	0.11127e9
1477.0e-9	0.11418e9
1478.0e-9	0.11725e9
1479.0e-9	0.12055e9
1480.0e-9	0.12419e9
1481.0e-9	0.12793e9
1482.0e-9	0.13190e9
1483.0e-9	0.13607e9
1484.0e-9	0.14065e9
1485.0e-9	0.14547e9
1486.0e-9	0.15084e9
1487.0e-9	0.15630e9
1488.0e-9	0.16205e9
1489.0e-9	0.16767e9
1490.0e-9	0.17297e9
1491.0e-9	0.17809e9
1492.0e-9	0.18265e9
1493.0e-9	0.18704e9
1494.0e-9	0.19062e9
1495.0e-9	0.19405e9
1496.0e-9	0.19675e9
1497.0e-9	0.19931e9
1498.0e-9	0.20119e9
1499.0e-9	0.20300e9
1500.0e-9	0.20448e9
1501.0e-9	0.20595e9
1502.0e-9	0.20777e9
1503.0e-9	0.20962e9
1504.0e-9	0.21182e9
1505.0e-9	0.21403e9
1506.0e-9	0.21627e9
1507.0e-9	0.21848e9
1508.0e-9	0.22068e9
1509.0e-9	0.22284e9
1510.0e-9	0.22486e9
1511.0e-9	0.22682e9
1512.0e-9	0.22841e9
1513.0e-9	0.22989e9
1514.0e-9	0.23109e9
1515.0e-9	0.23219e9
1516.0e-9	0.23319e9
1517.0e-9	0.23417e9
1518.0e-9	0.23511e9
1519.0e-9	0.23602e9
1520.0e-9	0.23683e9
1521.0e-9	0.23757e9
1522.0e-9	0.23817e9
1523.0e-9	0.23868e9
1524.0e-9	0.23918e9
1525.0e-9	0.23968e9
1526.0e-9	0.24005e9
1527.0e-9	0.24031e9
1528.0e-9	0.24053e9
1529.0e-9	0.24072e9
1530.0e-9	0.24084e9
1531.0e-9	0.24092e9
1532.0e-9	0.24097e9
1533.0e-9	0.24099e9
1534.0e-9	0.24099e9
1535.0e-9	0.24095e9
1536.0e-9	0.24092e9
1537.0e-9	0.24091e9
1538.0e-9	0.24089e9
1539.0e-9	0.24088e9
1540.0e-9	0.24089e9
1541.0e-9	0.24091e9
1542.0e-9	0.24091e9
1543.0e-9	0.24086e9
1544.0e-9	0.24076e9
1545.0e-9	0.24055e9
1546.0e-9	0.24030e9
1547.0e-9	0.23991e9
1548.0e-9	0.23949e9
1549.0e-9	0.23898e9
1550.0e-9	0.23845e9
1551.0e-9	0.23787e9
1552.0e-9	0.23730e9
1553.0e-9	0.23672e9
1554.0e-9	0.23615e9
1555.0e-9	0.23561e9
1556.0e-9	0.23507e9
1557.0e-9	0.23448e9
1558.0e-9	0.23386e9
1559.0e-9	0.23301e9
1560.0e-9	0.23213e9
1561.0e-9	0.23103e9
1562.0e-9	0.22990e9
1563.0e-9	0.22844e9
1564.0e-9	0.22696e9
1565.0e-9	0.22517e9
1566.0e-9	0.22335e9
1567.0e-9	0.22142e9
1568.0e-9	0.21949e9
1569.0e-9	0.21771e9
1570.0e-9	0.21597e9
1571.0e-9	0.21468e9
1572.0e-9	0.21345e9
1573.0e-9	0.21276e9
1574.0e-9	0.21214e9
1575.0e-9	0.21209e9
1576.0e-9	0.21209e9
1577.0e-9	0.21259e9
1578.0e-9	0.21311e9
1579.0e-9	0.21369e9
1580.0e-9	0.21425e9
1581.0e-9	0.21472e9
1582.0e-9	0.21518e9
1583.0e-9	0.21551e9
1584.0e-9	0.21581e9
1585.0e-9	0.21593e9
1586.0e-9	0.21602e9
1587.0e-9	0.21594e9
1588.0e-9	0.21585e9
1589.0e-9	0.21570e9
1590.0e-9	0.21555e9
1591.0e-9	0.21520e9
1592.0e-9	0.21483e9
1593.0e-9	0.21418e9
1594.0e-9	0.21349e9
1595.0e-9	0.21264e9
1596.0e-9	0.21177e9
1597.0e-9	0.21084e9
1598.0e-9	0.20990e9
1599.0e-9	0.20887e9
1600.0e-9	0.20784e9
1601.0e-9	0.20696e9
1602.0e-9	0.20611e9
1603.0e-9	0.20558e9
1604.0e-9	0.20512e9
1605.0e-9	0.20487e9
1606.0e-9	0.20467e9
1607.0e-9	0.20477e9
1608.0e-9	0.20495e9
1609.0e-9	0.20530e9
1610.0e-9	0.20569e9
1611.0e-9	0.20613e9
1612.0e-9	0.20658e9
1613.0e-9	0.20702e9
1614.0e-9	0.20745e9
1615.0e-9	0.20786e9
1616.0e-9	0.20825e9
1617.0e-9	0.20859e9
1618.0e-9	0.20890e9
1619.0e-9	0.20918e9
1620.0e-9	0.20945e9
1621.0e-9	0.20961e9
1622.0e-9	0.20975e9
1623.0e-9	0.20980e9
1624.0e-9	0.20983e9
1625.0e-9	0.20972e9
1626.0e-9	0.20957e9
1627.0e-9	0.20917e9
1628.0e-9	0.20870e9
1629.0e-9	0.20794e9
1630.0e-9	0.20708e9
1631.0e-9	0.20608e9
1632.0e-9	0.20504e9
1633.0e-9	0.20387e9
1634.0e-9	0.20265e9
1635.0e-9	0.20153e9
1636.0e-9	0.20043e9
1637.0e-9	0.19943e9
1638.0e-9	0.19845e9
1639.0e-9	0.19770e9
1640.0e-9	0.19701e9
1641.0e-9	0.19647e9
1642.0e-9	0.19596e9
1643.0e-9	0.19562e9
1644.0e-9	0.19533e9
1645.0e-9	0.19506e9
1646.0e-9	0.19480e9
1647.0e-9	0.19459e9
1648.0e-9	0.19439e9
1649.0e-9	0.19422e9
1650.0e-9	0.19407e9
1651.0e-9	0.19399e9
1652.0e-9	0.19394e9
1653.0e-9	0.19382e9
1654.0e-9	0.19369e9
1655.0e-9	0.19351e9
1656.0e-9	0.19332e9
1657.0e-9	0.19287e9
1658.0e-9	0.19237e9
1659.0e-9	0.19175e9
1660.0e-9	0.19109e9
1661.0e-9	0.19025e9
1662.0e-9	0.18935e9
1663.0e-9	0.18844e9
1664.0e-9	0.18747e9
1665.0e-9	0.18657e9
1666.0e-9	0.18559e9
1667.0e-9	0.18473e9
1668.0e-9	0.18380e9
1669.0e-9	0.18284e9
1670.0e-9	0.18177e9
1671.0e-9	0.18056e9
1672.0e-9	0.17920e9
1673.0e-9	0.17786e9
1674.0e-9	0.17642e9
1675.0e-9	0.17526e9
1676.0e-9	0.17408e9
1677.0e-9	0.17324e9
1678.0e-9	0.17242e9
1679.0e-9	0.17201e9
1680.0e-9	0.17162e9
1681.0e-9	0.17151e9
1682.0e-9	0.17139e9
1683.0e-9	0.17141e9
1684.0e-9	0.17143e9
1685.0e-9	0.17142e9
1686.0e-9	0.17138e9
1687.0e-9	0.17119e9
1688.0e-9	0.17099e9
1689.0e-9	0.17088e9
1690.0e-9	0.17074e9
1691.0e-9	0.17047e9
1692.0e-9	0.17020e9
1693.0e-9	0.16997e9
1694.0e-9	0.16972e9
1695.0e-9	0.16939e9
1696.0e-9	0.16906e9
1697.0e-9	0.16871e9
1698.0e-9	0.16835e9
1699.0e-9	0.16797e9
1700.0e-9	0.16755e9
1701.0e-9	0.16693e9
1702.0e-9	0.16628e9
1703.0e-9	0.16562e9
1704.0e-9	0.16488e9
1705.0e-9	0.16398e9
1706.0e-9	0.16304e9
1707.0e-9	0.16207e9
1708.0e-9	0.16116e9
1709.0e-9	0.16038e9
1710.0e-9	0.15966e9
1711.0e-9	0.15904e9
1712.0e-9	0.15853e9
1713.0e-9	0.15817e9
1714.0e-9	0.15780e9
1715.0e-9	0.15743e9
1716.0e-9	0.15695e9
1717.0e-9	0.15635e9
1718.0e-9	0.15565e9
1719.0e-9	0.15484e9
1720.0e-9	0.15401e9
1721.0e-9	0.15317e9
1722.0e-9	0.15248e9
1723.0e-9	0.15190e9
1724.0e-9	0.15125e9
1725.0e-9	0.15056e9
1726.0e-9	0.14980e9
1727.0e-9	0.14900e9
1728.0e-9	0.14820e9
1729.0e-9	0.14740e9
1730.0e-9	0.14653e9
1731.0e-9	0.14563e9
1732.0e-9	0.14483e9
1733.0e-9	0.14406e9
1734.0e-9	0.14330e9
1735.0e-9	0.14254e9
1736.0e-9	0.14184e9
1737.0e-9	0.14115e9
1738.0e-9	0.14049e9
1739.0e-9	0.13984e9
1740.0e-9	0.13940e9
1741.0e-9	0.13898e9
1742.0e-9	0.13875e9
1743.0e-9	0.13853e9
1744.0e-9	0.13850e9
1745.0e-9	0.13848e9
1746.0e-9	0.13857e9
1747.0e-9	0.13864e9
1748.0e-9	0.13863e9
1749.0e-9	0.13862e9
1750.0e-9	0.13862e9
1751.0e-9	0.13858e9
1752.0e-9	0.13835e9
1753.0e-9	0.13807e9
1754.0e-9	0.13754e9
1755.0e-9	0.13697e9
1756.0e-9	0.13626e9
1757.0e-9	0.13553e9
1758.0e-9	0.13471e9
1759.0e-9	0.13388e9
1760.0e-9	0.13302e9
1761.0e-9	0.13215e9
1762.0e-9	0.13130e9
1763.0e-9	0.13041e9
1764.0e-9	0.12946e9
1765.0e-9	0.12846e9
1766.0e-9	0.12744e9
1767.0e-9	0.12630e9
1768.0e-9	0.12503e9
1769.0e-9	0.12355e9
1770.0e-9	0.12188e9
1771.0e-9	0.12013e9
1772.0e-9	0.11827e9
1773.0e-9	0.11636e9
1774.0e-9	0.11436e9
1775.0e-9	0.11232e9
1776.0e-9	0.11018e9
1777.0e-9	0.10808e9
1778.0e-9	0.10587e9
1779.0e-9	0.10406e9
1780.0e-9	0.10223e9
1781.0e-9	0.10058e9
1782.0e-9	0.098842e9
1783.0e-9	0.097017e9
1784.0e-9	0.095039e9
1785.0e-9	0.093269e9
1786.0e-9	0.091375e9
1787.0e-9	0.089164e9
1788.0e-9	0.086797e9
1789.0e-9	0.084502e9
1790.0e-9	0.081905e9
1791.0e-9	0.069004e9
1792.0e-9	0.064521e9
1793.0e-9	0.060556e9
1794.0e-9	0.056856e9
1795.0e-9	0.052294e9
1796.0e-9	0.047570e9
1797.0e-9	0.043605e9
1798.0e-9	0.040597e9
1799.0e-9	0.037748e9
1800.0e-9	0.035018e9
1801.0e-9	0.032469e9
1802.0e-9	0.030451e9
1803.0e-9	0.028606e9
1804.0e-9	0.026588e9
1805.0e-9	0.024596e9
1806.0e-9	0.022688e9
1807.0e-9	0.020790e9
1808.0e-9	0.018932e9
1809.0e-9	0.017084e9
1810.0e-9	0.015356e9
1811.0e-9	0.013797e9
1812.0e-9	0.012311e9
1813.0e-9	0.011195e9
1814.0e-9	0.010376e9
1815.0e-9	0.0096580e9
1816.0e-9	0.0090490e9
1817.0e-9	0.0084050e9
1818.0e-9	0.0076740e9
1819.0e-9	0.0069630e9
1820.0e-9	0.0062380e9
1821.0e-9	0.0054860e9
1822.0e-9	0.0046840e9
1823.0e-9	0.0038460e9
1824.0e-9	0.0029710e9
1825.0e-9	0.0022810e9
1826.0e-9	0.0017950e9
1827.0e-9	0.0014120e9
1828.0e-9	0.0010690e9
1829.0e-9	0.00081000e9
1830.0e-9	0.00063400e9
1831.0e-9	0.00051100e9
1832.0e-9	0.00035800e9
1833.0e-9	0.00017800e9
1834.0e-9	9.3000e-05e9
1835.0e-9	0.00015400e9
1836.0e-9	0.00022500e9
1837.0e-9	0.00030000e9
1838.0e-9	0.00032400e9
1839.0e-9	0.00029800e9
1840.0e-9	0.00028100e9
1841.0e-9	0.00028400e9
1842.0e-9	0.00024200e9
1843.0e-9	0.00013200e9
1844.0e-9	4.1000e-05e9
1845.0e-9	5.2000e-05e9
1846.0e-9	0.00019000e9
1847.0e-9	0.00025000e9
1848.0e-9	0.00019800e9
1849.0e-9	0.00017300e9
1850.0e-9	0.00020800e9
1851.0e-9	0.00027900e9
1852.0e-9	0.00034900e9
1853.0e-9	0.00034000e9
1854.0e-9	0.00030000e9
1855.0e-9	0.00041500e9
1856.0e-9	0.00048300e9
1857.0e-9	0.00056100e9
1858.0e-9	0.00062900e9
1859.0e-9	0.00061400e9
1860.0e-9	0.00062800e9
1861.0e-9	0.00065900e9
1862.0e-9	0.00060400e9
1863.0e-9	0.00043300e9
1864.0e-9	0.00024400e9
1865.0e-9	0.00011800e9
1866.0e-9	0.00024800e9
1867.0e-9	0.00040200e9
1868.0e-9	0.00034300e9
1869.0e-9	0.00023400e9
1870.0e-9	0.00023400e9
1871.0e-9	0.00032800e9
1872.0e-9	0.00046200e9
1873.0e-9	0.00054900e9
1874.0e-9	0.00059200e9
1875.0e-9	0.00067400e9
1876.0e-9	0.00087900e9
1877.0e-9	0.0011980e9
1878.0e-9	0.0014340e9
1879.0e-9	0.0014970e9
1880.0e-9	0.0015520e9
1881.0e-9	0.0015940e9
1882.0e-9	0.0016310e9
1883.0e-9	0.0016940e9
1884.0e-9	0.0017700e9
1885.0e-9	0.0018190e9
1886.0e-9	0.0018570e9
1887.0e-9	0.0018190e9
1888.0e-9	0.0016580e9
1889.0e-9	0.0015200e9
1890.0e-9	0.0015240e9
1891.0e-9	0.0015140e9
1892.0e-9	0.0014140e9
1893.0e-9	0.0012990e9
1894.0e-9	0.0011540e9
1895.0e-9	0.00096200e9
1896.0e-9	0.00075600e9
1897.0e-9	0.00062900e9
1898.0e-9	0.00054100e9
1899.0e-9	0.00046600e9
1900.0e-9	0.00043200e9
1901.0e-9	0.00040400e9
1902.0e-9	0.00036700e9
1903.0e-9	0.00040600e9
1904.0e-9	0.00047700e9
1905.0e-9	0.00054100e9
1906.0e-9	0.00058200e9
1907.0e-9	0.00077900e9
1908.0e-9	0.0010390e9
1909.0e-9	0.0012950e9
1910.0e-9	0.0015580e9
1911.0e-9	0.0018450e9
1912.0e-9	0.0021750e9
1913.0e-9	0.0025000e9
1914.0e-9	0.0028780e9
1915.0e-9	0.0032600e9
1916.0e-9	0.0036170e9
1917.0e-9	0.0039730e9
1918.0e-9	0.0042460e9
1919.0e-9	0.0044720e9
1920.0e-9	0.0046890e9
1921.0e-9	0.0048560e9
1922.0e-9	0.0050280e9
1923.0e-9	0.0052790e9
1924.0e-9	0.0055350e9
1925.0e-9	0.0058620e9
1926.0e-9	0.0062010e9
1927.0e-9	0.0067010e9
1928.0e-9	0.0072090e9
1929.0e-9	0.0078190e9
1930.0e-9	0.0084730e9
1931.0e-9	0.0091650e9
1932.0e-9	0.0099180e9
1933.0e-9	0.010646e9
1934.0e-9	0.011389e9
1935.0e-9	0.012172e9
1936.0e-9	0.013044e9
1937.0e-9	0.013911e9
1938.0e-9	0.014891e9
1939.0e-9	0.015875e9
1940.0e-9	0.016687e9
1941.0e-9	0.017479e9
1942.0e-9	0.018165e9
1943.0e-9	0.018782e9
1944.0e-9	0.019247e9
1945.0e-9	0.019379e9
1946.0e-9	0.019489e9
1947.0e-9	0.019504e9
1948.0e-9	0.019525e9
1949.0e-9	0.019611e9
1950.0e-9	0.019699e9
1951.0e-9	0.020154e9
1952.0e-9	0.020692e9
1953.0e-9	0.021643e9
1954.0e-9	0.022822e9
1955.0e-9	0.024319e9
1956.0e-9	0.026232e9
1957.0e-9	0.028286e9
1958.0e-9	0.030793e9
1959.0e-9	0.033302e9
1960.0e-9	0.035982e9
1961.0e-9	0.038647e9
1962.0e-9	0.041287e9
1963.0e-9	0.043915e9
1964.0e-9	0.046358e9
1965.0e-9	0.048725e9
1966.0e-9	0.051065e9
1967.0e-9	0.053380e9
1968.0e-9	0.055612e9
1969.0e-9	0.057679e9
1970.0e-9	0.059750e9
1971.0e-9	0.061953e9
1972.0e-9	0.064160e9
1973.0e-9	0.065835e9
1974.0e-9	0.067493e9
1975.0e-9	0.069017e9
1976.0e-9	0.070511e9
1977.0e-9	0.071550e9
1978.0e-9	0.072350e9
1979.0e-9	0.072983e9
1980.0e-9	0.073428e9
1981.0e-9	0.073823e9
1982.0e-9	0.074115e9
1983.0e-9	0.074333e9
1984.0e-9	0.074061e9
1985.0e-9	0.073788e9
1986.0e-9	0.072572e9
1987.0e-9	0.071309e9
1988.0e-9	0.069046e9
1989.0e-9	0.066499e9
1990.0e-9	0.063004e9
1991.0e-9	0.058924e9
1992.0e-9	0.054615e9
1993.0e-9	0.049990e9
1994.0e-9	0.045336e9
1995.0e-9	0.040695e9
1996.0e-9	0.036196e9
1997.0e-9	0.032830e9
1998.0e-9	0.029479e9
1999.0e-9	0.027785e9
2000.0e-9	0.026189e9
2001.0e-9	0.025647e9
2002.0e-9	0.025409e9
2003.0e-9	0.025588e9
2004.0e-9	0.026034e9
2005.0e-9	0.026550e9
2006.0e-9	0.027149e9
2007.0e-9	0.027776e9
2008.0e-9	0.028474e9
2009.0e-9	0.029233e9
2010.0e-9	0.030469e9
2011.0e-9	0.031714e9
2012.0e-9	0.033552e9
2013.0e-9	0.035416e9
2014.0e-9	0.038177e9
2015.0e-9	0.041191e9
2016.0e-9	0.044491e9
2017.0e-9	0.047958e9
2018.0e-9	0.051492e9
2019.0e-9	0.055063e9
2020.0e-9	0.058540e9
2021.0e-9	0.061855e9
2022.0e-9	0.065155e9
2023.0e-9	0.068047e9
2024.0e-9	0.070939e9
2025.0e-9	0.073086e9
2026.0e-9	0.075217e9
2027.0e-9	0.076792e9
2028.0e-9	0.078267e9
2029.0e-9	0.079114e9
2030.0e-9	0.079639e9
2031.0e-9	0.079897e9
2032.0e-9	0.079906e9
2033.0e-9	0.079875e9
2034.0e-9	0.079780e9
2035.0e-9	0.079559e9
2036.0e-9	0.079080e9
2037.0e-9	0.078607e9
2038.0e-9	0.077590e9
2039.0e-9	0.076551e9
2040.0e-9	0.075149e9
2041.0e-9	0.073716e9
2042.0e-9	0.071744e9
2043.0e-9	0.069648e9
2044.0e-9	0.067391e9
2045.0e-9	0.064970e9
2046.0e-9	0.062663e9
2047.0e-9	0.060631e9
2048.0e-9	0.058839e9
2049.0e-9	0.057533e9
2050.0e-9	0.056381e9
2051.0e-9	0.056037e9
2052.0e-9	0.055742e9
2053.0e-9	0.056078e9
2054.0e-9	0.056453e9
2055.0e-9	0.056779e9
2056.0e-9	0.057131e9
2057.0e-9	0.057443e9
2058.0e-9	0.057661e9
2059.0e-9	0.057898e9
2060.0e-9	0.058162e9
2061.0e-9	0.058384e9
2062.0e-9	0.058568e9
2063.0e-9	0.058919e9
2064.0e-9	0.059778e9
2065.0e-9	0.060680e9
2066.0e-9	0.061881e9
2067.0e-9	0.063110e9
2068.0e-9	0.064791e9
2069.0e-9	0.066498e9
2070.0e-9	0.067814e9
2071.0e-9	0.069000e9
2072.0e-9	0.070389e9
2073.0e-9	0.071894e9
2074.0e-9	0.073184e9
2075.0e-9	0.074198e9
2076.0e-9	0.074967e9
2077.0e-9	0.075450e9
2078.0e-9	0.075841e9
2079.0e-9	0.075947e9
2080.0e-9	0.076048e9
2081.0e-9	0.076553e9
2082.0e-9	0.077012e9
2083.0e-9	0.077051e9
2084.0e-9	0.077066e9
2085.0e-9	0.077496e9
2086.0e-9	0.077996e9
2087.0e-9	0.078221e9
2088.0e-9	0.078298e9
2089.0e-9	0.078116e9
2090.0e-9	0.077880e9
2091.0e-9	0.077681e9
2092.0e-9	0.077443e9
2093.0e-9	0.077269e9
2094.0e-9	0.077294e9
2095.0e-9	0.077339e9
2096.0e-9	0.077429e9
2097.0e-9	0.077481e9
2098.0e-9	0.077376e9
2099.0e-9	0.077270e9
2100.0e-9	0.077117e9
2101.0e-9	0.076946e9
2102.0e-9	0.076925e9
2103.0e-9	0.076920e9
2104.0e-9	0.076902e9
2105.0e-9	0.076940e9
2106.0e-9	0.076928e9
2107.0e-9	0.076873e9
2108.0e-9	0.076780e9
2109.0e-9	0.076641e9
2110.0e-9	0.076406e9
2111.0e-9	0.075951e9
2112.0e-9	0.075645e9
2113.0e-9	0.075567e9
2114.0e-9	0.075445e9
2115.0e-9	0.075380e9
2116.0e-9	0.075309e9
2117.0e-9	0.075198e9
2118.0e-9	0.075129e9
2119.0e-9	0.075181e9
2120.0e-9	0.075224e9
2121.0e-9	0.075418e9
2122.0e-9	0.075567e9
2123.0e-9	0.075484e9
2124.0e-9	0.075181e9
2125.0e-9	0.075125e9
2126.0e-9	0.075403e9
2127.0e-9	0.075499e9
2128.0e-9	0.075500e9
2129.0e-9	0.075476e9
2130.0e-9	0.075281e9
2131.0e-9	0.075123e9
2132.0e-9	0.074974e9
2133.0e-9	0.074823e9
2134.0e-9	0.074698e9
2135.0e-9	0.074566e9
2136.0e-9	0.074426e9
2137.0e-9	0.074317e9
2138.0e-9	0.074197e9
2139.0e-9	0.074075e9
2140.0e-9	0.073788e9
2141.0e-9	0.073356e9
2142.0e-9	0.072884e9
2143.0e-9	0.072390e9
2144.0e-9	0.071938e9
2145.0e-9	0.071568e9
2146.0e-9	0.071213e9
2147.0e-9	0.071069e9
2148.0e-9	0.070989e9
2149.0e-9	0.070778e9
2150.0e-9	0.070548e9
2151.0e-9	0.070433e9
2152.0e-9	0.070321e9
2153.0e-9	0.069974e9
2154.0e-9	0.069556e9
2155.0e-9	0.069058e9
2156.0e-9	0.068562e9
2157.0e-9	0.067856e9
2158.0e-9	0.067133e9
2159.0e-9	0.066682e9
2160.0e-9	0.066330e9
2161.0e-9	0.066216e9
2162.0e-9	0.066216e9
2163.0e-9	0.066067e9
2164.0e-9	0.065746e9
2165.0e-9	0.065562e9
2166.0e-9	0.065713e9
2167.0e-9	0.065866e9
2168.0e-9	0.065925e9
2169.0e-9	0.066119e9
2170.0e-9	0.066443e9
2171.0e-9	0.066671e9
2172.0e-9	0.066630e9
2173.0e-9	0.066561e9
2174.0e-9	0.066308e9
2175.0e-9	0.065960e9
2176.0e-9	0.065171e9
2177.0e-9	0.064404e9
2178.0e-9	0.064352e9
2179.0e-9	0.064456e9
2180.0e-9	0.064356e9
2181.0e-9	0.064116e9
2182.0e-9	0.063926e9
2183.0e-9	0.063791e9
2184.0e-9	0.063793e9
2185.0e-9	0.063839e9
2186.0e-9	0.064069e9
2187.0e-9	0.064824e9
2188.0e-9	0.065365e9
2189.0e-9	0.064751e9
2190.0e-9	0.064029e9
2191.0e-9	0.063242e9
2192.0e-9	0.062478e9
2193.0e-9	0.062029e9
2194.0e-9	0.061599e9
2195.0e-9	0.061152e9
2196.0e-9	0.060742e9
2197.0e-9	0.060674e9
2198.0e-9	0.060641e9
2199.0e-9	0.060253e9
2200.0e-9	0.059824e9
2201.0e-9	0.059559e9
2202.0e-9	0.059035e9
2203.0e-9	0.058944e9
2204.0e-9	0.059346e9
2205.0e-9	0.059495e9
2206.0e-9	0.059543e9
2207.0e-9	0.059447e9
2208.0e-9	0.059387e9
2209.0e-9	0.059484e9
2210.0e-9	0.059730e9
2211.0e-9	0.060399e9
2212.0e-9	0.060265e9
2213.0e-9	0.059794e9
2214.0e-9	0.059666e9
2215.0e-9	0.060211e9
